sentence,label
　　226、前有阻碍，奋力把它冲开，运用炙热的活力，转动心中的期待，血在澎湃，吃苦流汗算什么。,1
81. 我的快递在路上丢失了，重要的文件找不回来了。,0
　　62、每一天都冒出很多念头，那些不死的才叫做梦想。,1
　　124、无论有多困难，都坚强地抬头挺胸，人生是一场醒悟，不要昨日，不要明天，只要今日。活在当下，放眼未来。人生是一种态度，心静自然天地宽。不一样的你我，不一样的心态，不一样的人生。,1
旅行中的交通太拥堵，行程都被耽误了。,0
我的钱包被偷了，里面的所有东西都没了，真是倒了大霉。,0
　　170、坚信就是强大，怀疑只会抑制潜质，而信仰就是力量。,1
16. 书店里新上架了一批好书，让人眼前一亮。,1
他还没有来,2
87. 用感恩的心态去面对每一天，把握当下的每一刻。,1
公园里的健身器材很齐全，方便大家锻炼身体。,1
看到那对恩爱的老夫妻，让人感受到了爱情的力量。,1
这家公司的福利待遇太差，员工都干得不开心。,0
门是关着的,2
被老板骂了一顿，心情糟透了。,0
即使遇到挑战，我依然对未来充满信心，因为我知道自己有足够的勇气和决心！,1
　　255、失去金钱的人损失甚少，失去健康的人损失极多，失去勇气的人损失一切。,1
部分市民违规停车，影响交通秩序。,0
　　64、带着感恩的心启程，学会爱，爱父母，爱自己，爱朋友，爱他人。,1
与亲人共度美好时光，让生活充满幸福。,1
　　297、志在山顶的人，不会贪念山腰的风景…,1
动物园的动物生活环境恶劣。,0
　　117、奋斗没有终点，任何时候都是一个起点。,1
即使前路漫长，但我依然对未来充满信心，因为我知道自己有足够的勇气和毅力！,1
我觉得自己的人生一片迷茫，简直无法找到出路。,0
诚信的缺失让人失去信任。,0
价格适中，可以接受。,2
即使在困境中，我们也能找到希望的光芒。,1
一起“加油鸭”，为了更美好的明天！,1
每一次努力都在积攒着成功的动力。,1
相信自己的内在力量，你将会创造奇迹。,1
129. 我的情绪波动很大，感觉像是坐过山车。,0
朋友之间的关系淡淡的，但也算稳定。,2
马马虎虎。,2
7. 平凡的日子也有它独特的美丽，要懂得享受当下的幸福！,1
我的健康状况让我感到很担忧，我担心自己可能患上了严重的疾病。,0
19. 相信自己的力量，你一定能创造奇迹的。,1
用一颗感恩的心来拥抱生活，你会发现它更加美好。,1
餐馆卫生条件差，被勒令停业整顿。,0
网购的东西一直没到，等的都急死了。,0
　　4、付出不必须有收获，努力了就值得了。,1
垃圾处理设施不足，导致垃圾围城。,0
朋友之间的距离有时候会变化，但也能适应。,2
我感到孤独无助。,0
悲观的心态让人陷入消极的循环。,0
我的榨汁机漏电了。,0
我的喉咙痛。,0
每一份“坚持”，都会化为“锦鲤”附体的好运。,1
我的耳机坏了一个。,0
拥抱改变，让每一天都充满新的希望。,1
3. 听到那个好消息，大家都乐开了花。,1
每一次努力都是一次成长，值得庆祝。,1
我的宠物生病了，兽医说情况很严重，我简直不知所措。,0
46. 感恩每一个拥有的时刻，因为生命的价值在于珍惜。,1
这个小区的物业太不负责任，投诉了也没人管。,0
积极的态度能够驱散一切困难。,1
学校食堂卫生状况堪忧。,0
18. 有时候生活会给我们难题，但别担心，一定能克服的！,1
这家咖啡厅的咖啡太苦了，跟刷锅水似的。,0
29. 用心去体会生活的美好，珍惜当下的每一个瞬间。,1
我的航班取消了。,0
公共场合有人大声喧哗，干扰他人。,0
我觉得今天早上起床的时候就已经开始倒霉了。,0
"19. ""失败并不可怕，可怕的是放弃努力。""我从不放弃追求我的目标。",1
与亲人共度美好时光，让生活充满幸福。,1
“内卷”的时代，更要保持“佛系”心态。,1
"22. ""每一次跌倒，都是为了更勇敢地站起来。""我将每一次失败视为成长的垫脚石。",1
117. 我的耳朵嗡嗡作响，可能是压力太大了。,0
感恩的心渐渐被冷漠所取代。,0
邮政快递把包裹弄丢了，重要的东西都没了。,0
总是会遇到一些困难，但也能够克服。,2
143. 我的.project失败了，感觉自己是个失败者。,0
我的烤面包机不加热了。,0
相信自己，你将创造属于自己的奇迹。,1
　　99、生活在一个城市里，或者爱一个人，又或者做某件事，时间久了，就会觉得厌倦，就会有一种想要逃离的冲动。,1
健康的生活习惯让我们更加充满活力。,1
2. 这道菜味道真不错，手艺越来越好了！,1
我的指甲容易断裂。,0
我的卷发棒温度不稳定。,0
用爱心去关注身边的人，世界因此更美好。,1
我刚完成了一本很有启发性的书籍，感觉心情格外美好。,1
使用体验一般，没有特别的感觉。,2
在每个黎明之前，都有一个希望的曙光等待着我们。,1
　　13、最常见的勇气就是在日常生活中做到诚实和正直，能够抵制诱惑，敢于讲真话，表现自我真实的一面，而不好虚伪造作。,1
16. 书店里新上架了一批好书，让人眼前一亮。,1
我的炉子点不着火了。,0
我感到焦虑不安。,0
106. 我的卷发棒温度不稳定，烫头发成了冒险。,0
乐观的态度能帮助我们克服困难。,1
wifi信号一般，能用。,2
116. 我的眼睛干涩，看电脑屏幕都成了负担。,0
在每个结束中，都有一个新的开始等待着我们。,1
总是会遇到一些困难，但也能够克服。,2
挑战是生活中不可避免的一部分，但也能让我们成长。,2
　　119、选山攀崖！量力而为！,1
14. 别害怕失败，因为每一次失败都是向成功迈进的一步！,1
“绝绝子”的瞬间，让人难以忘怀。,1
每天都要“元气满满”地面对生活！,1
　　212、态度决定一切，实力扞卫尊严！人要经得起诱惑耐得住寂寞！,1
1. “坚持就是胜利”，每次跑步时，我都这样激励自己。,1
信念的破灭让人感到迷茫。,0
地球家园被破坏，感到无能为力。,0
　　211、有人说要做一道光，有人说要应对光，但我却想做一个背光的人。自己如果发光，会照亮他人，但也会不留意迷失自己，如果面光而行，会灿烂光明，但也会因为耀眼看不清前方的道路。只有背对着光，才能够看清这个世界，才能把得失成败看透，才能看懂自己真正想要的是什么。,1
学习的压力让人喘不过气来。,0
相信自己的选择，因为你有能力改变命运。,1
希望的种子在我们心中生根发芽，绽放出绚丽的花朵。,1
　　298、梦想这个东西，放在心中越重，离现实越远。不要等着天上掉馅饼，也不要奢望上天对你的同情。唯一去努力，才有可能看见一片新的天空。我们不妨这么想，有结果的努力是锻炼，没有结果的努力是磨炼，不管怎样，每一种际遇都是你生命中不可或缺的元素。,1
我的胳膊骨折了。,0
勇敢地面对困难，你会发现自己的无限潜能。,1
对待生活，保持一颗感恩的心，会更加幸福。,1
　　48、但细细地倾听那湖面上晚风送来的阵阵夜歌里，恐怕没有一个人会把天鹅动听的声音当成斯哑的鸭鸣。,1
微笑有时候是掩饰，但也有时候是真实的表达。,2
信念让我们勇往直前。,1
13. 感恩每一刻，因为它们都是生活的馈赠。,1
　　231、不要以为自己了不起，人们总是会看你闪光的一面，当你落魄的时候，就算别人不说，内心里多少会对你所轻视。,1
　　237、容忍别人的无知，容忍别人的肤浅，并且理解‘他们’，那么至少说明你拥有了必须程度的‘博知’和‘博广’。,1
用心感受生活的美好，会发现周围充满惊喜。,1
城市排水系统不畅，雨后易发生内涝。,0
感恩的心让我们更加懂得珍惜。,2
我的宠物生病了，兽医说情况很严重，我简直不知所措。,0
10. 别担心，你的努力一定会得到回报的！,1
今天天气一般，不好也不坏。,2
我的电脑突然坏了，我简直不知道该怎么办才好。,0
每天都是一个新的开始，充满了无限可能。,1
　　208、做你自己想要做的那种人。,1
我的电动牙刷没电了。,0
"39. ""每一次跌倒，都是为了更勇敢地站起来。""我将每一次失败视为成长的垫脚石。",1
7. “与其抱怨，不如改变”，我选择积极面对生活中的挑战。,1
　　139、所有的胜利与战胜自己的胜利比起来，都是微不足道的；所有的失败和失去自我的失败比起来，更是无足挂吃的。,1
我和我的朋友吵架了。,0
"48. ""梦想还是要有的，万一实现了呢？""我保持着对未来的无限可能。",1
　　255、失去金钱的人损失甚少，失去健康的人损失极多，失去勇气的人损失一切。,1
　　100、命运如同手中的掌纹，无论多曲折，终掌握在自己手中。,1
珍惜每一份友谊，让生活充满温暖。,1
我的耳朵嗡嗡作响。,0
学习的压力让人喘不过气来。,0
　　163、你要去相信，明天的太阳依旧会升起，苦难的日子终将过去，经历了生命的低潮期，迎接你的便只有灿烂的阳光。,1
　　80、当世界给草籽重压时，它总会用自己的方法破土而出。,1
我的家人病倒了。,0
每一次努力都在逼近我们的目标，哪怕是一小步。,1
“摆烂”不是放弃，是为了更好地出发。,1
我和朋友之间的关系出了一些问题，让我感到很痛苦。,0
每一份“努力”，都会化为成功的动力。,1
我觉得自己的人生一片黑暗，看不到任何希望和出路。,0
14. 别害怕失败，因为每一次失败都是向成功迈进的一步！,1
坚持不懈，你将收获成功的果实。,1
网络购物遇到了假货，感到很气愤。,0
网络游戏中的队友太坑，游戏体验很差。,0
44. 坚持不懈地追求梦想，你会收获属于自己的辉煌。,1
　　82、注意你的思想，它会变成你的言语；注意你的言语，它会变成你的行动；注意你的行动，它会变成你的习惯；注意你的习惯，它会变成你的性格；注意你的性格，它会变成你的命运。,1
　　224、在真实的性命里，每桩伟业都由信心开始，并由信心跨出第一步。,1
景点游客过多，导致严重拥挤。,0
　　19、你一天的爱心可能带来别人生命的感谢。,1
中规中矩。,2
手机信号太差，经常接不到电话。,0
手机信号太差，经常接不到电话。,0
无论“内卷”多严重，都要保持一颗“躺平”的心。,1
"44. ""不管多么险峻的山峰，总有攀登的路。""我相信总有解决问题的方法。",1
面对挑战，感到无力和绝望。,0
　　44、最好的诺言，是依约盛装莅临。而最迷人的诺言，是不管有没有结果，却能让一个人一辈子满心欢喜地等在路上。,1
爱情总是让人受伤，不想再相信了。,0
97. 我的除湿机效果不好，家里的湿度让家具都受潮了。,0
　　129、感谢伤害过你的人，是他们让你的人生与众不一样。感激为难你的人，因为他磨练了你的心志；感激绊倒你的人，因为他强化了你的双腿；感激欺骗你的人，因为他增进了你的智慧；感激蔑视你的人，因为他醒觉了你的自尊；感激遗弃你的人，因为他教会了你该独立。,1
地球家园需要我们的保护，每个人都有责任。,2
这家医院的设备太落后，检查结果都不准确。,0
我的电风扇噪音太大。,0
我真的不开心！,0
阳光总在风雨后，带来温暖与希望。,1
用心去感受生活的美好，你会发现它无处不在。,1
31. 在困境中保持乐观，相信自己的能力，一切皆有可能。,1
部分商家虚假宣传，误导消费者。,0
我觉得自己的人生一片迷茫，简直无法找到出路。,0
　　260、过去能够失败，未来不能失败；做事能够失败，做人不能失败。做事失败是一时的失败，做人失败是一生的失败。,1
我的未来充满了不确定性，让我感到十分恐惧。,0
空调效果还行。,2
30. 拥有一颗感恩的心，生活将会更加美好而充实。,1
产品质量不合格，客户投诉不断。,0
健康是人生最宝贵的财富。,1
乐于助人，让我们的世界更加美好。,1
感恩的心让我们更加快乐。,1
赶飞机结果误点了，只好重新买票，真是倒霉。,0
94. 用心去关爱身边的人，用爱心去温暖这个世界。,1
楼上的噪音太大，晚上没法睡觉。,0
一般。,2
让我们的生活充满感激之情，因为这是最大的幸福。,1
我觉得自己的生活好像陷入了一种无尽的循环，毫无意义可言。,0
　　53、最是无声地记忆总要输给流年，想不到竟也有回还的余地，但是两相应对时怎样闭口无语，原来爱情会输给时间。,1
我相信每一次挑战都是一次历练，我会从中汲取力量，变得更加成熟和自信！,1
这家医院的护士态度太差，病人都受委屈了。,0
即使前路艰辛，我依然对未来充满信心，因为我知道自己有足够的智慧和勇气！,1
这个新同事总是自以为是，让整个团队都感到很不舒服。,0
我在家里发现了一只老鼠，简直吓得我魂飞魄散。,0
　　127、一个人除非自我有信心，否则无法带给别人信心。,1
感恩每一个拥有的时刻，因为这一刻不会重来。,1
这家商场的导购态度太差，购物体验太差了。,0
我的吸尘器吸力不足。,0
用善良的心情去面对世界，你将会收获更多的美好。,1
113. 我的膝盖受伤了，运动计划不得不暂停。,0
中国有56个民族,2
我的手机屏幕摔碎了。,0
被人误解了意思，解释不清好烦躁。,0
飞机晚点，行程都打乱了。,0
我的牙齿蛀牙了。,0
相信自己的内在力量，你将会创造奇迹。,1
今天的困难只是暂时的，我有足够的勇气和智慧去面对它们！,1
梦想有时候会改变，但也能找到新的方向。,2
82. 我的面试表现不佳，感觉心仪的工作机会飞了。,0
书店的角落里总是有人静静地阅读着。,1
坚持梦想，让我们的人生更加有意义。,1
平淡的生活也有其美好之处，需要我们去发现。,2
平淡的生活也有其美好之处，需要我们去发现。,2
电脑中了病毒，资料全丢了。,0
他们在聊天,2
勇敢地做自己，因为你是独一无二的。,1
电影剧情无聊，观众纷纷离场。,0
"16. ""不要因为结束而哭泣，微笑吧，为你的曾经拥有。""我珍惜过去，期待未来。",1
做一个有责任心的人，让社会更加和谐。,1
做一个有责任心的人，让社会更加和谐。,1
朋友之间的疏远让人感到孤独。,0
生活中充满了遗憾，无法挽回。,0
诚信在人际关系中很重要，但也有时候会遇到考验。,2
18. 有时候生活会给我们难题，但别担心，一定能克服的！,1
在困难面前不要退缩，因为你有无限的潜能。,1
梦想是心灵的驱动力，让我们奋勇向前。,1
24. 挑战是成长的过程，不要害怕，迎接它吧。,1
诚信让我们赢得他人的尊重。,1
部分市民不文明养犬，引发纠纷。,0
当我们散发正能量时，周围的世界也变得更加美好。,1
　　210、障碍与失败，是通往成功最稳靠的踏脚石，肯研究利用它们，便能从失败中培养出成功。,1
垃圾分类不当，导致环境污染加剧。,0
微笑背后隐藏着无尽的悲伤。,0
乐于助人，让我们的世界更加美好。,1
公园里的音乐喷泉表演很精彩，吸引了很多人驻足观看。,1
设备已连接,2
我感到自卑无力。,0
63. 用一颗善良的心去对待他人，让世界更加美好。,1
这场雨真是让人心情都湿透了。,0
我感觉自己的能力已经到了极限，无法再进一步提升。,0
坚持追求内心的梦想，你将收获无限的可能。,1
我觉得自己的经济状况越来越糟糕，简直就是一场灾难。,0
"42. ""梦想不会逃跑，逃跑的永远是自己。""我追逐梦想，永不言弃。",1
月底之前,2
被人恶意中伤，感到很委屈。,0
　　192、牢记所得到的，忘记所付出的。,1
80. 我的银行卡被盗刷了，银行的处理速度让人失望。,0
相信自己的选择，因为你有能力改变自己的未来。,1
文件已保存,2
　　130、人生中要走很多路，有一条路不能回头，就是放弃的路；有一条路不能拒绝，就是成长的路；有一条路不能迷失，就是信念的路；有一条路不能停滞，就是奋斗的路；有一条路不能忘记，就是回家的路；信心满满的走好脚下的每条路，祝你生命中的每一天都很精彩。,1
　　11、也许你想成为太阳，可你却只是一颗星辰；也许你想成为大树，可你却是一棵小草。于是，你有些自卑。其实，你和别人一样，也是一片风景：做不了太阳，就做星辰，在自己的星座发光发热；做不了大树，就做小草，以自己的绿色装点希望……,1
被蚊子咬了一身包，痒得受不了。,0
城市的空气质量严重下降。,0
　　189、微笑拥抱每一天，做像向日葵般温暖的女子。,1
13. 感恩每一刻，因为它们都是生活的馈赠。,1
用心去聆听，你会发现世界在向你诉说。,1
　　185、我不去想是否能够成功，既然选择了远方，便只顾风雨兼程！,1
133. 我感到沮丧绝望，好像一切都失去了意义。,0
在每个困难中，都有一份学习的礼物等待着我们。,1
每一次努力都在迈向成功的路上。,1
健康的生活方式让我们更快乐。,1
生活中有一些遗憾，但也只能接受。,2
这条河很长,2
积极的态度能够创造出更多的机会。,1
友谊如一盏明灯，照亮我们前行的路途。,1
“绝绝子”的穿搭，总能展现你的独特品味。,1
我觉得自己的家庭关系越来越紧张，简直就像是在火山口上生活。,0
那件衣服是新的,2
存储空间足够,2
梦想总是遥不可及，感到绝望。,0
微笑有时候是掩饰，但也有时候是真实的表达。,2
桌子上有本书,2
产品质量不合格，客户投诉不断。,0
不断学习，不断进步，让生活更美好。,1
一天有24小时,2
59. 每一次尝试都是成长的机会，不要害怕失败。,1
我的热水器坏了。,0
梦想有时候会改变，但也能找到新的方向。,2
我觉得自己的生活一团糟，简直就像是一场噩梦。,0
总是被人误解，感到无奈。,0
　　5、别人能够替你开车，但不能替你走路；能够替你做事，但不能替你感受。人生的路要靠自己去走，成功要靠自己去争取。天助自助者，成功者自救。,1
　　254、自我打败自我是最可悲的失败，自我战胜自我是最可贵的胜利。,1
健康的生活方式让我们更加自信。,1
笑容背后藏着无尽的忧伤。,0
工作中遇到了一些挑战，但也是成长的机会。,2
“干饭人”的日常，就是要吃得开心！,1
这个包是皮革材质,2
　　84、岂能尽人如意，但求无愧于心！,1
北京是中国的首都,2
用心体会生活的美好，会让心情愉悦。,1
梦想是我们生命的指南针，让我们勇敢地追逐它。,1
我对未来充满信心，因为我知道自己有足够的智慧和勇气去应对挑战！,1
　　122、我们什么都没有，唯一的本钱就是青春。梦想让我与众不一样，奋斗让我改变命运！,1
每一次失败都是一次成长的机会，我会从中吸取经验，变得更加优秀和坚强！,1
在困难面前不要退缩，因为你有无限的潜能。,1
图书馆的阅读区总是很安静，适合深度阅读。,1
我相信自己的未来会更加美好，因为我知道自己有足够的才华和能力去创造幸福！,1
不要害怕失败，因为它是成功的必经之路。,1
42. 用心去感受生活的美好，你会发现幸福就在身边。,1
她正在做饭,2
被人误解了，心里很不是滋味。,0
感恩的心让我们更加快乐。,1
138. 我的房租又涨了，生活成本越来越高。,0
街头巷尾的小吃总是让人回味无穷。,1
坚持不懈，你将会迎来辉煌的成功。,1
　　188、成功没有快车道，幸福没有高速路。所有的成功，都来自不倦的努力和奔跑；所有幸福，都来自平凡的奋斗和坚持。,1
我对自己的未来充满信心，因为我知道自己有足够的才华和能力去实现梦想！,1
每一次努力都是一次积累，终将会有收获。,1
勇敢地面对困难，你会发现自己的无限潜能。,1
乐观的心态能帮助我们克服一切困难。,1
旅游景点商贩宰客，损害游客利益。,0
感恩的心让我们更加懂得珍惜。,1
5. 勇敢迎接挑战，只有这样才能更加成熟。,1
2. 每一次跌倒都是为了更高的飞跃。,1
不要害怕失败，因为失败是成功之母。,1
“社恐”的你也能拥有属于自己的小确幸。,1
　　121、人生须“五自”：自知自信自醒自立自律。生活须“六戒”：戒纵戒毒戒懒戒愁戒独戒从。,1
周末的瑜伽课程让人身心都得到了放松和舒缓。,1
我感觉自己的心情越来越沮丧，简直就像是陷入了泥沼。,0
学校的社团活动丰富多彩，让同学们可以展现自己的特长。,1
感恩的心让我们更加懂得珍惜。,2
74. 我的电脑突然死机，还没保存的工作全没了。,0
即使有些挫折，但我依然对未来充满信心，因为我知道自己有能力战胜一切困难！,1
网络出现大面积瘫痪，无法正常使用。,0
每一次“挑战”，都是成长的机会。,1
公园里的草坪是野餐和放风筝的好地方。,1
不健康的生活习惯需要改变，但也来得及。,2
　　50、心有多大，舞台就有多大。,1
中等的质量。,2
同事们齐心协力完成了项目，真是太棒了！,1
悲观的心态让人无法看到希望。,0
　　176、只有经历过地狱般的折磨，才有征服天堂的力量。只有流过血的手指才能弹出世间的绝唱。,1
“社恐”的你也能拥有属于自己的小确幸。,1
"28. ""成功的人不是从不失败，而是从不放弃。""我从不让失败定义我。",1
这个苹果是红色的,2
这个项目的进展太慢了，我觉得我们永远也完成不了。,0
"12. ""每一天都是一个新的开始，深呼吸，从头再来。""我拥抱每一个新的早晨。",1
勇敢面对挑战，我们的人生将更加精彩。,1
每一次努力都在积攒着成功的动力。,1
这个月的电费水费又涨了，生活成本真高。,0
128. 我的精神状态不稳定，可能需要休息和放松。,0
社会上存在一些问题，但也有人在努力改变。,2
我的工作任务太重了。,0
29. 用心去体会生活的美好，珍惜当下的每一个瞬间。,1
　　286、所谓内心的快乐，是一个人过着健全的正常的和谐的生活所感人生所有的欢乐是创造的欢乐：爱情天才行动——全靠创造这一团烈火进射出来的。,1
　　50、心有多大，舞台就有多大。,1
我觉得自己的学业进展缓慢，无法达到自己的期望。,0
社会上存在一些问题，但也有人在努力改变。,2
相信自己的内在力量，你将无所不能。,1
健康的生活习惯让我们更加充满活力。,1
勇敢面对挑战，让人生更加精彩。,1
被人恶意中伤，感到很委屈。,0
桌子是木头的,2
被人偷拍了，隐私都被侵犯了。,0
　　149、站得更高才能看得更远。,1
微笑有时候是掩饰，但也有时候是真实的表达。,2
勇敢地追求梦想，你将成就非凡的人生。,1
不健康的生活习惯需要改变，但也来得及。,2
勇敢地做自己，因为你是独一无二的。,1
保持“人间清醒”，积极面对每一个挑战。,1
我觉得自己的学业进展缓慢，无法达到自己的期望。,0
每天都充满“小确幸”，生活真美好！,1
生活压力好大，感觉喘不过气来。,0
周末的户外活动让人亲近大自然，身心都得到了放松。,1
5. 哇，每一次努力都是往成功的方向迈出的一步呢！,1
这个旅游景点人山人海，根本看不到什么景色。,0
　　249、当我觉得我倒霉了，我就会想：这是在挥洒我的霉运，挥洒之后，剩下的就全都是幸运了！,1
　　155、爱是美丽的忧伤，爱是甜美的心碎。看着一个熟悉的背影，最后消失在自己的视线里，双唇颤抖着，心却已无言。,1
相信自己的选择，因为你知道自己最适合什么。,1
62. 相信生命的美好，即使在最黑暗的时刻也要保持希望。,1
在每个结束中，都有一个新的开始等待着我们。,1
世界因你的存在而变得更加美好。,1
被人误解了意图，感到很沮丧。,0
55. 相信自己的潜力，你拥有无限的可能性。,1
　　51、得知坦然，失之淡然，争之必然，顺其自然。人生不如意事十之八九，凡事不必太过认真，不要太过强求。一切随缘，顺其自然就好。命里有时终须有，命里无时莫强求。的确，这是一个尔虞我诈，充满竞争的社会，适者生存，不适者淘汰。,1
物流速度正常，符合预期。,2
　　201、生命力的好处在于拚搏，因为世界本身就是一个竞技场。,1
"33. ""与其等待机会，不如创造机会。""我主动出击，把握自己的人生。",1
他们在玩游戏,2
　　219、海浪的品格，就是无数次被礁石击碎又无数闪地扑向礁石。,1
　　159、提升自我，无论是外在的形象，还是内在的修养；提升自我，无论是性格的完善，还是潜力的提升；提升自我，无论是心态的养成，还是意志的磨练，都能缩短你与成功的距离。在遭遇中奋起，在绝境中重生，提升自我，努力前行。,1
性能表现一般，符合预期。,2
我的未来充满了不确定性，让我感到十分恐惧。,0
我的生活充满了挫折和失败，简直让我感到绝望。,0
每一次努力都是一次积累，终将会有收获。,1
部分市民不遵守交通规则，引发交通事故。,0
每一天都是“元气满满”的开始！,1
15. 哎呀，别灰心，你是无限可能的！,1
爱护环境，保护地球家园。,1
信念的破灭让人感到迷茫。,0
最近工作压力好大，感觉快要撑不下去了。,0
　　125、有些傻话，不但是要背着人说，还得背着自己。让自己听见了也怪难为情的。譬如说，我爱你，我一辈子都爱你。,1
与朋友分享快乐和困难，让友谊更加坚固。,1
城市排水系统不畅，雨后易发生内涝。,0
菜市场的东西越来越贵，买不起啊。,0
用心灵的美好去温暖他人，让世界充满爱。,1
这个城市的绿化太差，走到哪里都是灰蒙蒙的。,0
我对未来充满信心，因为我知道自己有足够的智慧和能力去创造属于自己的幸福！,1
相信自己的实力，你将无所不能。,1
让我们拥有一颗宽容的心，因为它能带来和平与喜悦。,1
建筑高度为100米,2
“绝绝子”的一天，心情美美哒！,1
　　222、金钱损失了还能挽回，一旦失去信誉就很难挽回。,1
他每天步行半小时,2
还需要五分钟,2
　　269、如果，人生没有缺憾，我不会诉说伤痕。人生路上，一切都得靠自己靠自己的理解，靠自己的意志，靠自己的追求，人生是一张单程的车票，一去无返，我们能做的只有不断努力，我们能依靠的只有自己。,1
　　279、把艰辛的劳作看作是生命的必然，即使没有收获的希望也心平气和的继续。,1
朋友之间的关系淡淡的，但也算稳定。,2
每一次努力都在逼近我们的目标，哪怕是一小步。,1
价格还算合理，不算太贵。,2
勇敢地做自己，因为你是独一无二的。,1
　　48、但细细地倾听那湖面上晚风送来的阵阵夜歌里，恐怕没有一个人会把天鹅动听的声音当成斯哑的鸭鸣。,1
珍惜每一份友谊，让生活充满温暖。,1
让我们一起“破浪前行”，无畏风雨。,1
朋友是生活中的阳光，给我们带来温暖和快乐。,1
我的炉子点不着火了。,0
做一个有责任心的人，让社会更美好。,1
我感觉自己的生活一团糟，简直就像是在黑暗中挣扎。,0
　　145、为什么我们总要到过了很久，总要等退无可退，才知道我们以前亲手舍弃的东西，在之后的日子里再也遇不到了。,1
公共图书馆资源有限，无法满足读者需求。,0
无论“内卷”多严重，都要保持一颗“躺平”的心。,1
洗衣机又坏了，衣服都没法洗。,0
　　262、没有伞的孩子必须努力奔跑！,1
乐于助人，让我们的世界更美好。,1
124. 我的胳膊骨折了，生活自理都成了问题。,0
　　26、相信梦想是价值的源泉，相信眼光决定未来的一切，相信成功的信念比成功本身更重要，相信人生有挫折没有失败，相信生命的质量来自决不妥协的信念。,1
部分企业排放废水，污染水源。,0
性能稳定,2
感恩的心让我们更加懂得珍惜。,1
不健康的生活习惯让人身心疲惫。,0
超市里人很多,2
　　118、过去的人，有他们出现的好处，但不要太念念不忘。过去的人有过去的好，但最好的，都是你身边的那个。,1
我的宠物走失了。,0
11. 追逐梦想的路上，勇敢前行，胜利在向我们招手。,1
挑战是生活中不可避免的一部分，但也能让我们成长。,2
今天的你，“棒棒哒”，继续加油哦！,1
交通堵塞导致许多人上班迟到。,0
天气预报说又要下雨，心情都沉重了。,0
他们下周回来,2
用爱心对待他人，让世界充满温暖。,1
朋友失信，感到很受伤。,0
　　181、没有外界的激励人便会失去其灵魂的重量，外在表现为对身份的焦虑，产生强烈的不确定感以及欲壑难平的煎熬等等。人相当于一个容器，自古以来人就深知这一点，因而开始对这个世界加以改造，以满足自身的需要。,1
诚信是做人的根本。,1
70. 相信自己的选择，因为它们会引领你走向成功的道路。,1
21. 宽容与理解是构建和谐社会的基石。,1
我和伴侣之间的关系出了问题，我觉得我们可能会分手。,0
不健康的生活习惯需要改变，但也来得及。,2
诚信的缺失让人失去信任。,0
今天点的外卖太难吃了，真是浪费钱。,0
我的电动牙刷没电了。,0
我觉得自己的情感世界一片混乱，无法找到任何方向。,0
被人抄袭了创意，感到很愤怒。,0
不好评价，还行吧。,2
坚持自己的梦想，不要被他人的质疑所动摇。,1
7. 相信自己，你已经赢了一半的成功。,1
　　75、所谓的人间烟火，就是这样—个能够时而温暖时而冷漠的词语，所谓的人间，就是这样时而光明时而黑暗的时刻。,1
　　256、既然没有“一下子”的奇迹，那就打破你自己的记录，不断刷新自己与苦难交锋次数，只要尚有一口气，就要抗争到底。其实之后你会发现正因为自己的一点点坚持，成就了自我，局势就会另有不一样。,1
我知道自己的未来会更加美好，因为我正在努力追逐梦想，创造属于自己的幸福！,1
微笑背后隐藏着无尽的悲伤。,0
公共场合有人大声喧哗，干扰他人。,0
65. 勇敢地做自己，因为你的独特性让世界更加丰富多彩。,1
没什么好说的。,2
我觉得自己的努力毫无回报，一切都是徒劳的。,0
　　242、心里有阳光，雨天也是一种浪漫。人的一生，总是难免有浮沉。不会永远如旭日东升，也不会永远痛苦潦倒。反复地一浮一沉，对于一个人来说，正是磨练。因此，浮在上方的的，不必骄傲；沉在底下的，更用不着悲观。,1
有十个项目,2
89. 相信自己的选择，因为它们会引领你走向成功的道路。,1
平淡的生活也有其美好之处，需要我们去发现。,2
　　27、让你难过的事情，有一天，你必须会笑着说出来。,1
　　244、要成功，就要时时怀着得意淡然失意坦然的乐观态度，笑对自己的挫折和苦难，去做，去努力，去争取成功！,1
我的心情糟透了。,0
让我们一起“冲鸭”，为了更美好的未来。,1
用心灵的美好去温暖他人，让世界充满爱。,1
珍惜每一份友谊，让生活充满温暖。,1
每天都过着无趣的生活，简直让我感到绝望。,0
“破防”了也没关系，我们还有“复活甲”！,1
乐观的心态能帮助我们战胜一切困难。,1
2. 每一次跌倒都是为了更高的飞跃。,1
在困难面前保持乐观，会发现生活的美好。,1
我对未来充满信心，因为我知道自己有足够的智慧和勇气去应对挑战！,1
　　140、不好问别人为你做了什么，而要问你为别人做了什么。,1
75. 这家餐厅的食物味道让人难以接受，简直是浪费钱。,0
“内卷”虽然累，但收获的是成长和进步。,1
103. 我的烤面包机不加热，早餐只能吃冷面包。,0
今天的你，“A爆”全场，自信满满。,1
我的房东要涨房租，我根本支付不起，真是太糟糕了。,0
乐于助人，让我们的世界更加美好。,1
邻居家的猫咪总是懒洋洋地躺在窗台上晒太阳。,1
乐观的心态能帮助我们战胜一切困难。,1
每一次付出都会为未来的收获埋下种子。,1
无论“内卷”多严重，都要保持一颗“宁静”的心。,1
